"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","1/21","126/17284",0.00793650793650794,6.53212396069539,2.17372660484346,0.142504710799036,0.240445199088457,0.190734654848079,"GAPDH",1
"GO:0032479","GO:0032479","regulation of type I interferon production","1/21","126/17284",0.00793650793650794,6.53212396069539,2.17372660484346,0.142504710799036,0.240445199088457,0.190734654848079,"GAPDH",1
"GO:0032606","GO:0032606","type I interferon production","1/21","126/17284",0.00793650793650794,6.53212396069539,2.17372660484346,0.142504710799036,0.240445199088457,0.190734654848079,"GAPDH",1
"GO:0051702","GO:0051702","biological process involved in interaction with symbiont","1/21","127/17284",0.0078740157480315,6.48068991376078,2.16210854502997,0.143554215465851,0.240445199088457,0.190734654848079,"GAPDH",1
"GO:0019079","GO:0019079","viral genome replication","1/21","128/17284",0.0078125,6.43005952380952,2.15061481603792,0.144602496719871,0.240445199088457,0.190734654848079,"PPIA",1
"GO:0071621","GO:0071621","granulocyte chemotaxis","1/21","128/17284",0.0078125,6.43005952380952,2.15061481603792,0.144602496719871,0.240445199088457,0.190734654848079,"PPIA",1
"GO:0072175","GO:0072175","epithelial tube formation","1/21","128/17284",0.0078125,6.43005952380952,2.15061481603792,0.144602496719871,0.240445199088457,0.190734654848079,"PFN1",1
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process","1/21","129/17284",0.00775193798449612,6.38021410114433,2.13924304853086,0.145649555916006,0.240445199088457,0.190734654848079,"GAPDH",1
"GO:0042471","GO:0042471","ear morphogenesis","1/21","129/17284",0.00775193798449612,6.38021410114433,2.13924304853086,0.145649555916006,0.240445199088457,0.190734654848079,"RPL38",1
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","1/21","129/17284",0.00775193798449612,6.38021410114433,2.13924304853086,0.145649555916006,0.240445199088457,0.190734654848079,"FAU",1
"GO:0022900","GO:0022900","electron transport chain","1/21","131/17284",0.00763358778625954,6.2828062522719,2.11685623538564,0.147740013547153,0.242253826927487,0.192169360169432,"ND1",1
"GO:0050864","GO:0050864","regulation of B cell activation","1/21","131/17284",0.00763358778625954,6.2828062522719,2.11685623538564,0.147740013547153,0.242253826927487,0.192169360169432,"MIF",1
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process","1/21","133/17284",0.0075187969924812,6.18832796276405,2.09493038016953,0.14982559917017,0.244030323732017,0.193578577347131,"GAPDH",1
"GO:0030833","GO:0030833","regulation of actin filament polymerization","1/21","133/17284",0.0075187969924812,6.18832796276405,2.09493038016953,0.14982559917017,0.244030323732017,0.193578577347131,"PFN1",1
"GO:0032368","GO:0032368","regulation of lipid transport","1/21","134/17284",0.00746268656716418,6.14214641080313,2.08413502442528,0.150866568350827,0.244153067921369,0.193675944941408,"MIF",1
"GO:0007498","GO:0007498","mesoderm development","1/21","135/17284",0.00740740740740741,6.09664902998236,2.07344867232943,0.151906323573254,0.244153067921369,0.193675944941408,"RPL38",1
"GO:0009261","GO:0009261","ribonucleotide catabolic process","1/21","135/17284",0.00740740740740741,6.09664902998236,2.07344867232943,0.151906323573254,0.244153067921369,0.193675944941408,"GAPDH",1
"GO:0017148","GO:0017148","negative regulation of translation","1/21","135/17284",0.00740740740740741,6.09664902998236,2.07344867232943,0.151906323573254,0.244153067921369,0.193675944941408,"GAPDH",1
"GO:0006195","GO:0006195","purine nucleotide catabolic process","1/21","138/17284",0.0072463768115942,5.96411318150449,2.04202420380023,0.155018318933994,0.248335267502813,0.196993500861412,"GAPDH",1
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","1/21","140/17284",0.00714285714285714,5.87891156462585,2.02158479306047,0.15708693733718,0.250004374128126,0.198317530109202,"MIF",1
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","1/21","140/17284",0.00714285714285714,5.87891156462585,2.02158479306047,0.15708693733718,0.250004374128126,0.198317530109202,"MIF",1
"GO:0030168","GO:0030168","platelet activation","1/21","141/17284",0.00709219858156028,5.83721715636609,2.01151282256807,0.15811943700563,0.250013525395266,0.198324789408976,"PPIA",1
"GO:0035148","GO:0035148","tube formation","1/21","141/17284",0.00709219858156028,5.83721715636609,2.01151282256807,0.15811943700563,0.250013525395266,0.198324789408976,"PFN1",1
"GO:0006119","GO:0006119","oxidative phosphorylation","1/21","143/17284",0.00699300699300699,5.75557775557776,1.99165589148089,0.160180823958942,0.2508297789968,0.19897228767281,"ND1",1
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","1/21","143/17284",0.00699300699300699,5.75557775557776,1.99165589148089,0.160180823958942,0.2508297789968,0.19897228767281,"PFN1",1
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","1/21","143/17284",0.00699300699300699,5.75557775557776,1.99165589148089,0.160180823958942,0.2508297789968,0.19897228767281,"MIF",1
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","1/21","144/17284",0.00694444444444444,5.71560846560847,1.98186766950224,0.16120971391267,0.251631829088047,0.199608518913462,"MIF",1
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","1/21","146/17284",0.00684931506849315,5.63731245923027,1.96256385053768,0.163263893435937,0.252411162232702,0.200226729794449,"PPIA",1
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","1/21","146/17284",0.00684931506849315,5.63731245923027,1.96256385053768,0.163263893435937,0.252411162232702,0.200226729794449,"MIF",1
"GO:1903900","GO:1903900","regulation of viral life cycle","1/21","146/17284",0.00684931506849315,5.63731245923027,1.96256385053768,0.163263893435937,0.252411162232702,0.200226729794449,"PPIA",1
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","1/21","148/17284",0.00675675675675676,5.56113256113256,1.94361347988394,0.165313281312848,0.253967091480622,0.201460980381256,"PFN1",1
"GO:0050714","GO:0050714","positive regulation of protein secretion","1/21","148/17284",0.00675675675675676,5.56113256113256,1.94361347988394,0.165313281312848,0.253967091480622,0.201460980381256,"PPIA",1
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","1/21","151/17284",0.00662251655629139,5.45064648375907,1.91582547035417,0.168378402015428,0.257054174863678,0.203909828542029,"PFN1",1
"GO:0021915","GO:0021915","neural tube development","1/21","151/17284",0.00662251655629139,5.45064648375907,1.91582547035417,0.168378402015428,0.257054174863678,0.203909828542029,"PFN1",1
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","1/21","153/17284",0.0065359477124183,5.37939620292561,1.89770924102309,0.170415857188137,0.259205085313225,0.205616051680436,"ND1",1
"GO:0006633","GO:0006633","fatty acid biosynthetic process","1/21","154/17284",0.00649350649350649,5.34446505875077,1.88876995044549,0.171432801149321,0.259205085313225,0.205616051680436,"MIF",1
"GO:0030832","GO:0030832","regulation of actin filament length","1/21","154/17284",0.00649350649350649,5.34446505875077,1.88876995044549,0.171432801149321,0.259205085313225,0.205616051680436,"PFN1",1
"GO:0072523","GO:0072523","purine-containing compound catabolic process","1/21","155/17284",0.00645161290322581,5.3099846390169,1.87990820672632,0.17244855778539,0.259205085313225,0.205616051680436,"GAPDH",1
"GO:0097530","GO:0097530","granulocyte migration","1/21","155/17284",0.00645161290322581,5.3099846390169,1.87990820672632,0.17244855778539,0.259205085313225,0.205616051680436,"PPIA",1
"GO:0033673","GO:0033673","negative regulation of kinase activity","1/21","156/17284",0.00641025641025641,5.27594627594628,1.87112279279074,0.173463128413361,0.259927826268636,0.2061893704541,"PPIA",1
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","1/21","158/17284",0.00632911392405063,5.20916214587101,1.85377621973607,0.175488716906154,0.262156457464101,0.207957246059278,"PPIA",1
"GO:0051017","GO:0051017","actin filament bundle assembly","1/21","159/17284",0.00628930817610063,5.17640011979635,1.84521275796909,0.176499737398094,0.262860465176977,0.208515704571384,"PFN1",1
"GO:0009166","GO:0009166","nucleotide catabolic process","1/21","161/17284",0.0062111801242236,5.11209701271813,1.82829991363251,0.178518237430507,0.264250400087103,0.209618279113729,"GAPDH",1
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","1/21","161/17284",0.0062111801242236,5.11209701271813,1.82829991363251,0.178518237430507,0.264250400087103,0.209618279113729,"PFN1",1
"GO:0061572","GO:0061572","actin filament bundle organization","1/21","163/17284",0.00613496932515337,5.04937189599766,1.81166535815966,0.180532024921478,0.265239987812107,0.210403275752822,"PFN1",1
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","1/21","163/17284",0.00613496932515337,5.04937189599766,1.81166535815966,0.180532024921478,0.265239987812107,0.210403275752822,"MIF",1
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","1/21","164/17284",0.00609756097560976,5.01858304297329,1.80344984262206,0.181537154731457,0.265239987812107,0.210403275752822,"PFN1",1
"GO:1905952","GO:1905952","regulation of lipid localization","1/21","164/17284",0.00609756097560976,5.01858304297329,1.80344984262206,0.181537154731457,0.265239987812107,0.210403275752822,"MIF",1
"GO:0007605","GO:0007605","sensory perception of sound","1/21","165/17284",0.00606060606060606,4.98816738816739,1.79530082763604,0.182541110324369,0.265239987812107,0.210403275752822,"RPL38",1
"GO:0030041","GO:0030041","actin filament polymerization","1/21","165/17284",0.00606060606060606,4.98816738816739,1.79530082763604,0.182541110324369,0.265239987812107,0.210403275752822,"PFN1",1
"GO:0032640","GO:0032640","tumor necrosis factor production","1/21","166/17284",0.00602409638554217,4.95811818703385,1.7872173337874,0.18354389300345,0.265239987812107,0.210403275752822,"MIF",1
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","1/21","166/17284",0.00602409638554217,4.95811818703385,1.7872173337874,0.18354389300345,0.265239987812107,0.210403275752822,"MIF",1
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","1/21","168/17284",0.00595238095238095,4.89909297052154,1.77124309300581,0.185545944826221,0.267339867249614,0.212069018222433,"ND1",1
"GO:0050792","GO:0050792","regulation of viral process","1/21","170/17284",0.00588235294117647,4.84145658263305,1.75551968213398,0.187543320598289,0.269108008597968,0.213471607382372,"PPIA",1
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","1/21","171/17284",0.00584795321637427,4.81314397103871,1.7477497960594,0.188540258208867,0.269108008597968,0.213471607382372,"MIF",1
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","1/21","171/17284",0.00584795321637427,4.81314397103871,1.7477497960594,0.188540258208867,0.269108008597968,0.213471607382372,"MIF",1
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","1/21","172/17284",0.00581395348837209,4.78516057585825,1.74003996340676,0.18953603069631,0.269108008597968,0.213471607382372,"GAPDH",1
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","1/21","172/17284",0.00581395348837209,4.78516057585825,1.74003996340676,0.18953603069631,0.269108008597968,0.213471607382372,"GAPDH",1
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","1/21","175/17284",0.00571428571428571,4.70312925170068,1.71726239172868,0.19251637034976,0.272544977791666,0.21619800464615,"ND1",1
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","1/21","176/17284",0.00568181818181818,4.67640692640693,1.70978446125136,0.193507495267795,0.273154058537438,0.21668116174914,"PFN1",1
"GO:0015718","GO:0015718","monocarboxylic acid transport","1/21","178/17284",0.00561797752808989,4.62386302835741,1.69499576955019,0.195486270385656,0.273568430108663,0.217009864584198,"MIF",1
"GO:0051348","GO:0051348","negative regulation of transferase activity","1/21","178/17284",0.00561797752808989,4.62386302835741,1.69499576955019,0.195486270385656,0.273568430108663,0.217009864584198,"PPIA",1
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","1/21","178/17284",0.00561797752808989,4.62386302835741,1.69499576955019,0.195486270385656,0.273568430108663,0.217009864584198,"GAPDH",1
"GO:0016052","GO:0016052","carbohydrate catabolic process","1/21","179/17284",0.00558659217877095,4.59803139132748,1.68768348806009,0.196473923157894,0.27416275237219,0.217481314429037,"GAPDH",1
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","1/21","181/17284",0.00552486187845304,4.54722441462773,1.67321936237519,0.198445765549863,0.276123108065096,0.219036378817443,"MIF",1
"GO:1901292","GO:1901292","nucleoside phosphate catabolic process","1/21","184/17284",0.00543478260869565,4.47308488612836,1.65191361060052,0.201394890478668,0.279428238356443,0.221658194049096,"GAPDH",1
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","1/21","185/17284",0.00540540540540541,4.44890604890605,1.64491306131358,0.202375633595624,0.279991288525764,0.22210483711003,"PFN1",1
"GO:0010466","GO:0010466","negative regulation of peptidase activity","1/21","187/17284",0.0053475935828877,4.40132416603005,1.63106004488545,0.204333679699109,0.281899439131632,0.223618489487321,"GAPDH",1
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","1/21","188/17284",0.00531914893617021,4.37791286727457,1.62420629716595,0.205310985233783,0.282447598330091,0.22405332019268,"MIF",1
"GO:0016241","GO:0016241","regulation of macroautophagy","1/21","191/17284",0.00523560209424084,4.30914983794565,1.60392865664621,0.208236047030246,0.284062059494033,0.225334001587183,"GAPDH",1
"GO:1902600","GO:1902600","proton transmembrane transport","1/21","191/17284",0.00523560209424084,4.30914983794565,1.60392865664621,0.208236047030246,0.284062059494033,0.225334001587183,"ND1",1
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","1/21","192/17284",0.00520833333333333,4.28670634920635,1.59726197615174,0.209208786924493,0.284062059494033,0.225334001587183,"RPL38",1
"GO:0006006","GO:0006006","glucose metabolic process","1/21","194/17284",0.00515463917525773,4.24251350024546,1.58406392514305,0.211150853258398,0.284062059494033,0.225334001587183,"GAPDH",1
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","1/21","194/17284",0.00515463917525773,4.24251350024546,1.58406392514305,0.211150853258398,0.284062059494033,0.225334001587183,"ND1",1
"GO:0008154","GO:0008154","actin polymerization or depolymerization","1/21","194/17284",0.00515463917525773,4.24251350024546,1.58406392514305,0.211150853258398,0.284062059494033,0.225334001587183,"PFN1",1
"GO:0009060","GO:0009060","aerobic respiration","1/21","194/17284",0.00515463917525773,4.24251350024546,1.58406392514305,0.211150853258398,0.284062059494033,0.225334001587183,"ND1",1
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","1/21","194/17284",0.00515463917525773,4.24251350024546,1.58406392514305,0.211150853258398,0.284062059494033,0.225334001587183,"MIF",1
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","1/21","195/17284",0.00512820512820513,4.22075702075702,1.5775314276113,0.212120182227478,0.284579968993889,0.22574483653033,"MIF",1
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","1/21","200/17284",0.005,4.1152380952381,1.54551255916083,0.216949835562795,0.28946457512077,0.229619580826376,"PFN1",1
"GO:0051701","GO:0051701","biological process involved in interaction with host","1/21","200/17284",0.005,4.1152380952381,1.54551255916083,0.216949835562795,0.28946457512077,0.229619580826376,"PPIA",1
"GO:0031396","GO:0031396","regulation of protein ubiquitination","1/21","202/17284",0.00495049504950495,4.07449316360207,1.532995693104,0.218873791015613,0.291233705531704,0.231022954566379,"PPIA",1
"GO:0120032","GO:0120032","regulation of plasma membrane bounded cell projection assembly","1/21","203/17284",0.00492610837438424,4.05442176870748,1.52679755548848,0.219834079646257,0.291714432664107,0.231404294364482,"PFN1",1
"GO:0032271","GO:0032271","regulation of protein polymerization","1/21","205/17284",0.0048780487804878,4.01486643437863,1.51451948455262,0.221751284976565,0.291872637252938,0.231529791141961,"PFN1",1
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","1/21","205/17284",0.0048780487804878,4.01486643437863,1.51451948455262,0.221751284976565,0.291872637252938,0.231529791141961,"PPIA",1
"GO:0060491","GO:0060491","regulation of cell projection assembly","1/21","205/17284",0.0048780487804878,4.01486643437863,1.51451948455262,0.221751284976565,0.291872637252938,0.231529791141961,"PFN1",1
"GO:0051260","GO:0051260","protein homooligomerization","1/21","207/17284",0.00483091787439614,3.97607545433632,1.50239593045463,0.223664002730903,0.293596682830053,0.232897401056153,"MIF",1
"GO:0031032","GO:0031032","actomyosin structure organization","1/21","210/17284",0.00476190476190476,3.91927437641723,1.48449247757849,0.226524686982911,0.295757433138546,0.234611429724082,"PFN1",1
"GO:0050920","GO:0050920","regulation of chemotaxis","1/21","210/17284",0.00476190476190476,3.91927437641723,1.48449247757849,0.226524686982911,0.295757433138546,0.234611429724082,"MIF",1
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","1/21","213/17284",0.00469483568075117,3.86407332886206,1.46691696293365,0.229375330232747,0.298678571720181,0.236928641135429,"MIF",1
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","1/21","215/17284",0.00465116279069767,3.8281284606866,1.45537664098558,0.231270197272875,0.300342896191708,0.238248876909882,"MIF",1
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","1/21","221/17284",0.00452488687782805,3.72419737125619,1.42156947055991,0.236928210557636,0.306058457669943,0.242782781724563,"PPIA",1
"GO:0006457","GO:0006457","protein folding","1/21","221/17284",0.00452488687782805,3.72419737125619,1.42156947055991,0.236928210557636,0.306058457669943,0.242782781724563,"PPIA",1
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","1/21","223/17284",0.00448430493273543,3.69079649797139,1.4105618082265,0.238805385222147,0.307667255563983,0.24405897069487,"GAPDH",1
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","1/21","226/17284",0.00442477876106195,3.64180362410451,1.39428570009024,0.241612903074041,0.31046301793419,0.246276726644002,"MIF",1
"GO:0071674","GO:0071674","mononuclear cell migration","1/21","228/17284",0.0043859649122807,3.60985797827903,1.38358798413487,0.24347909981817,0.311591469653864,0.247171878013548,"MIF",1
"GO:0002440","GO:0002440","production of molecular mediator of immune response","1/21","229/17284",0.00436681222707424,3.59409440632148,1.37828406022941,0.244410557305495,0.311591469653864,0.247171878013548,"MIF",1
"GO:0043583","GO:0043583","ear development","1/21","229/17284",0.00436681222707424,3.59409440632148,1.37828406022941,0.244410557305495,0.311591469653864,0.247171878013548,"RPL38",1
"GO:0009165","GO:0009165","nucleotide biosynthetic process","1/21","230/17284",0.00434782608695652,3.57846790890269,1.37300967139695,0.245340922494389,0.311960911892344,0.247464940374992,"ND1",1
"GO:0001667","GO:0001667","ameboidal-type cell migration","1/21","232/17284",0.00431034482758621,3.54761904761905,1.36254826423937,0.247198380843353,0.312689899923929,0.248043214680821,"PFN1",1
"GO:0002685","GO:0002685","regulation of leukocyte migration","1/21","232/17284",0.00431034482758621,3.54761904761905,1.36254826423937,0.247198380843353,0.312689899923929,0.248043214680821,"MIF",1
"GO:0007596","GO:0007596","blood coagulation","1/21","234/17284",0.00427350427350427,3.51729751729752,1.35220133882426,0.249051484585162,0.313405873366858,0.248611165082972,"PPIA",1
"GO:0052548","GO:0052548","regulation of endopeptidase activity","1/21","234/17284",0.00427350427350427,3.51729751729752,1.35220133882426,0.249051484585162,0.313405873366858,0.248611165082972,"GAPDH",1
"GO:0019318","GO:0019318","hexose metabolic process","1/21","235/17284",0.00425531914893617,3.50233029381966,1.34707006880914,0.249976406510307,0.313759046315771,0.248891321728927,"GAPDH",1
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","1/21","236/17284",0.00423728813559322,3.48748991121872,1.34196654231548,0.250900243419409,0.314109045103476,0.249168960451693,"MIF",1
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","1/21","239/17284",0.00418410041841004,3.44371388722853,1.32681960995746,0.253665256136586,0.314217313047106,0.249254844673701,"GAPDH",1
"GO:0002274","GO:0002274","myeloid leukocyte activation","1/21","240/17284",0.00416666666666667,3.42936507936508,1.32182426379212,0.254584765061264,0.314217313047106,0.249254844673701,"MIF",1
"GO:0034599","GO:0034599","cellular response to oxidative stress","1/21","240/17284",0.00416666666666667,3.42936507936508,1.32182426379212,0.254584765061264,0.314217313047106,0.249254844673701,"PPIA",1
"GO:0042326","GO:0042326","negative regulation of phosphorylation","1/21","240/17284",0.00416666666666667,3.42936507936508,1.32182426379212,0.254584765061264,0.314217313047106,0.249254844673701,"PPIA",1
"GO:0050817","GO:0050817","coagulation","1/21","240/17284",0.00416666666666667,3.42936507936508,1.32182426379212,0.254584765061264,0.314217313047106,0.249254844673701,"PPIA",1
"GO:0007599","GO:0007599","hemostasis","1/21","241/17284",0.004149377593361,3.41513534874531,1.31685528425494,0.255503195003396,0.314217313047106,0.249254844673701,"PPIA",1
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","1/21","241/17284",0.004149377593361,3.41513534874531,1.31685528425494,0.255503195003396,0.314217313047106,0.249254844673701,"MIF",1
"GO:0046434","GO:0046434","organophosphate catabolic process","1/21","242/17284",0.00413223140495868,3.40102321920504,1.31191240770047,0.256420547165864,0.314551149797924,0.249519662759836,"GAPDH",1
"GO:0045333","GO:0045333","cellular respiration","1/21","243/17284",0.00411522633744856,3.38702723887909,1.30699537422695,0.257336822750274,0.314881991656742,0.2497821051292,"ND1",1
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","1/21","245/17284",0.00408163265306122,3.35937803692906,1.29723781522455,0.259166148985012,0.316325600390228,0.250927256766916,"PPIA",1
"GO:1901873","GO:1901873","regulation of post-translational protein modification","1/21","250/17284",0.004,3.29219047619048,1.27327866964273,0.263720708324447,0.321079962385015,0.254698684092295,"PPIA",1
"GO:0071216","GO:0071216","cellular response to biotic stimulus","1/21","253/17284",0.00395256916996047,3.25315264445699,1.25919177457668,0.266440630249252,0.322777579431308,0.256045329409467,"MIF",1
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","1/21","253/17284",0.00395256916996047,3.25315264445699,1.25919177457668,0.266440630249252,0.322777579431308,0.256045329409467,"MIF",1
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","1/21","254/17284",0.00393700787401575,3.24034495688039,1.25454286653062,0.267345142419105,0.323069688233509,0.256277046539928,"GAPDH",1
"GO:0051222","GO:0051222","positive regulation of protein transport","1/21","255/17284",0.00392156862745098,3.22763772175537,1.24991695126581,0.268248592331565,0.32335907045909,0.256506600796468,"PPIA",1
"GO:0005996","GO:0005996","monosaccharide metabolic process","1/21","259/17284",0.00386100386100386,3.17779003493289,1.23163892237264,0.271851793092835,0.326893390706692,0.259310222391346,"GAPDH",1
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","1/21","260/17284",0.00384615384615385,3.16556776556777,1.22712477422037,0.272749949471399,0.327165579784658,0.259526138076234,"ND1",1
"GO:0000209","GO:0000209","protein polyubiquitination","1/21","261/17284",0.00383141762452107,3.15343915343915,1.22263235981162,0.273647050685044,0.327435168755815,0.259739991210167,"PPIA",1
"GO:0050708","GO:0050708","regulation of protein secretion","1/21","262/17284",0.00381679389312977,3.14140312613595,1.21816147892334,0.27454309791148,0.32770217814434,0.259951798074079,"PPIA",1
"GO:0110053","GO:0110053","regulation of actin filament organization","1/21","264/17284",0.00378787878787879,3.11760461760462,1.20928352988926,0.276332035107331,0.329031054027555,0.261005937162245,"PFN1",1
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","1/21","265/17284",0.00377358490566038,3.10584007187781,1.20487607423862,0.277224927425941,0.329289121113251,0.261210650488627,"MIF",1
"GO:0002699","GO:0002699","positive regulation of immune effector process","1/21","268/17284",0.00373134328358209,3.07107320540156,1.19177751008703,0.279897313333608,0.331654480762694,0.263086986793275,"MIF",1
"GO:0051259","GO:0051259","protein complex oligomerization","1/21","274/17284",0.00364963503649635,3.00382342718109,1.16612109407714,0.285213880616064,0.337133883155396,0.267433556939437,"MIF",1
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","1/21","277/17284",0.0036101083032491,2.97129104349321,1.15355380077957,0.287858124884473,0.339435609730601,0.269259415910798,"MIF",1
"GO:0042113","GO:0042113","B cell activation","1/21","279/17284",0.003584229390681,2.9499914661205,1.14526917368018,0.289615775902815,0.34068329194365,0.270249147613357,"MIF",1
"GO:0090596","GO:0090596","sensory organ morphogenesis","1/21","285/17284",0.00350877192982456,2.88788638262322,1.12085045907563,0.294863973842571,0.346021097015259,0.274483394800821,"RPL38",1
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","1/21","287/17284",0.00348432055749129,2.86776173884188,1.11285187754098,0.296605152149598,0.346394985843775,0.274779984447564,"PPIA",1
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","1/21","287/17284",0.00348432055749129,2.86776173884188,1.11285187754098,0.296605152149598,0.346394985843775,0.274779984447564,"PPIA",1
"GO:0045861","GO:0045861","negative regulation of proteolysis","1/21","290/17284",0.00344827586206897,2.83809523809524,1.10098215279044,0.299209243966185,0.348600243568259,0.276529318901007,"GAPDH",1
"GO:0051258","GO:0051258","protein polymerization","1/21","291/17284",0.00343642611683849,2.82834233349697,1.0970591851104,0.300075232307759,0.348774792682288,0.27666778107511,"PFN1",1
"GO:0046651","GO:0046651","lymphocyte proliferation","1/21","292/17284",0.00342465753424658,2.81865622961513,1.09315279030701,0.300940201419837,0.348947328789192,0.276804646418748,"MIF",1
"GO:0030336","GO:0030336","negative regulation of cell migration","1/21","294/17284",0.00340136054421769,2.79948169744088,1.08538917689499,0.302667086512997,0.350116083448526,0.277731768346718,"MIF",1
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction","1/21","296/17284",0.00337837837837838,2.78056628056628,1.07769024345128,0.304389908348585,0.351274609871472,0.278650776662337,"GAPDH",1
"GO:0032943","GO:0032943","mononuclear cell proliferation","1/21","300/17284",0.00333333333333333,2.74349206349206,1.06248226281766,0.30782339856237,0.352729400234998,0.27980479819787,"MIF",1
"GO:0048562","GO:0048562","embryonic organ morphogenesis","1/21","300/17284",0.00333333333333333,2.74349206349206,1.06248226281766,0.30782339856237,0.352729400234998,0.27980479819787,"RPL38",1
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","1/21","300/17284",0.00333333333333333,2.74349206349206,1.06248226281766,0.30782339856237,0.352729400234998,0.27980479819787,"MIF",1
"GO:0001666","GO:0001666","response to hypoxia","1/21","302/17284",0.0033112582781457,2.72532324187953,1.05497119800581,0.309534085050168,0.353028335876889,0.280041930761522,"ND1",1
"GO:0051402","GO:0051402","neuron apoptotic process","1/21","302/17284",0.0033112582781457,2.72532324187953,1.05497119800581,0.309534085050168,0.353028335876889,0.280041930761522,"GAPDH",1
"GO:2000146","GO:2000146","negative regulation of cell motility","1/21","309/17284",0.00323624595469256,2.6635845276622,1.02915383759839,0.315489833891766,0.358980254918902,0.28476332768883,"MIF",1
"GO:0062197","GO:0062197","cellular response to chemical stress","1/21","310/17284",0.0032258064516129,2.65499231950845,1.02552395097169,0.316336650592106,0.359104775846983,0.284862104692192,"PPIA",1
"GO:0036293","GO:0036293","response to decreased oxygen levels","1/21","316/17284",0.00316455696202532,2.6045810729355,1.00403986292458,0.321396636445493,0.364000376625477,0.28874557056425,"ND1",1
"GO:0007249","GO:0007249","canonical NF-kappaB signal transduction","1/21","317/17284",0.00315457413249211,2.59636472885684,1.00050739252291,0.322236492093457,0.3641048066114,0.288828410302353,"GAPDH",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","1/21","318/17284",0.00314465408805031,2.58820005989817,0.996988419487241,0.323075357754212,0.36420763709792,0.288909981227573,"ND1",1
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","1/21","319/17284",0.00313479623824451,2.58008658008658,0.993482842391139,0.323913234536433,0.364308880413956,0.2889902931199,"MIF",1
"GO:0019058","GO:0019058","viral life cycle","1/21","320/17284",0.003125,2.57202380952381,0.98999056089659,0.324750123547617,0.364408548773478,0.289069355668143,"PPIA",1
